,Gender,Age_Group,City,Smart_Phone,Tablet,Commuting_Mode,Commuting_Time,Commuting_Time_Minutes,No_of_Books_read_in_a_year,No_of_Books_read_in_a_year_Number,Start_Time_Slots,Event_Duration_Minutes_2_Weeks,Event_Duration_Minutes_3_Weeks,Event_Duration_Minutes_5_Weeks,Device_Type,Product_Running_Time,Completion_Rate_2_Weeks,Completion_Rate_5_Weeks,Genre,Subscription_Type,Membership_Duration,Average_Listening_Speed,Number_of_Audiobooks_Completed,Number_of_Audiobooks_Completed_Buckets,Number_of_Audiobooks_Purchased,Number_of_Audiobooks_Purchased_Buckets,Preferred_Listening_Time,Listening_Context,Listening_Device_Preference,Language_Preference,Accessibility_Features_Use,Download_vs_Streaming,Time_Spent_Browsing,Time_Spent_Browsing_Buckets,Genre_Exploration,Top 100 in Respective Genre,Product_Name,Publisher_Name,Product_Narrator,Number_Narrator,Repeat_Listening,Ratings_Given,Reviews_Written,Recommendations_Followed,Social_Sharing,Users_Retained_5Weeks,Engagement_Rate,Listening_Speed_Numeric
2179,Female,31 - 35 years,Bangalore,Other,IOS Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Late_Evening_Night,18.0,9.0,26.0,Audible for iPad,375,5.0,7.000000000000001,Literature & Fiction,Per-book,53,1.75x,55,31 - 60 Books,46,31 - 60 Books,Afternoon,Exercising,Smart Speaker,German,False,Download,41,31 - 60 Minutes,3,Not in Top 100,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,1,False,3,True,False,True,0,0.5445544554455446,1.75
2180,Male,25 - 30 years,Bangalore,Android,No Tablet,walk,Less than 15 mins,15,More than 12 books,13,Late_Evening_Night,1.0,1.0,3.0,Audible for Android,144,1.0,2.0,Religion & Spirituality,Yearly,48,1x,86,61 - 100 Books,53,31 - 60 Books,Afternoon,Exercising,Tablet,German,False,Streaming,68,61 - 100 Minutes,7,Not in Top 100,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,1,False,3,True,True,False,0,0.6187050359712231,1.0
2181,Male,25 - 30 years,Chennai,Android,No Tablet,Public Transport,More than 2 hours,135,More than 12 books,13,Morning,1.0,1.0,1.0,Audible for Android,144,1.0,1.0,Religion & Spirituality,Per-book,43,1x,38,31 - 60 Books,72,61 - 100 Books,Evening,Relaxing,PC,English,True,Download,80,61 - 100 Minutes,1,Not in Top 100,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,1,True,4,True,True,False,0,0.34545454545454546,1.0
2182,Male,31 - 35 years,Bangalore,Android,IOS Tablet,Public Transport,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,5.0,5.0,10.0,Audible for Android,1063,0.0,1.0,Literature & Fiction,Per-book,31,1x,74,61 - 100 Books,93,61 - 100 Books,Night,Commuting,Tablet,English,False,Download,9,Less than 10 Minutes,5,Not in Top 100,The Time Traveler's Wife (Unabridged),"HighBridge, a division of Recorded Books","Fred Berman, Phoebe Strole",2,False,1,True,True,False,0,0.4431137724550898,1.0
2183,Male,31 - 35 years,Bangalore,Both Phones,No Tablet,walk,Less than 15 mins,15,7 - 12 books,9,Late_Evening_Night,6.0,6.0,12.0,Audible for Android,6,100.0,100.0,Literature & Fiction,Yearly,2,1.75x,57,31 - 60 Books,93,61 - 100 Books,Evening,Commuting,Smart Speaker,Other,False,Streaming,55,31 - 60 Minutes,1,Not in Top 100,The Little Red Hen (Unabridged),Scholastic Audio,Kathleen McInerney,1,False,1,True,True,False,1,0.38,1.75
2184,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,1.0,1.0,1.0,Audible for Android,653,0.0,0.0,Literature & Fiction,Monthly,51,1x,3,Less than 10,50,31 - 60 Books,Night,Commuting,Tablet,Spanish,True,Streaming,113,More than 100 Minutes,6,Not in Top 100,"The Best of Best American Erotica, The Final Edition",Susie Bright,"Susie Bright, Theo McKell, Don Leslie, Kathe Mazur",4,False,1,False,True,False,0,0.05660377358490566,1.0
2185,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Late_Evening_Night,3.0,3.0,5.0,Audible for Android,603,0.0,1.0,Social Sciences,Monthly,49,1.75x,54,31 - 60 Books,76,61 - 100 Books,Evening,Relaxing,Tablet,French,True,Streaming,32,31 - 60 Minutes,7,Not in Top 100,The 33 Strategies of War,"HighBridge, a division of Recorded Books",Don Leslie,1,True,2,True,True,False,0,0.4153846153846154,1.75
2186,Female,25 - 30 years,Chennai,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for Android,54,2.0,4.0,Literature & Fiction,Yearly,18,1.5x,67,61 - 100 Books,59,31 - 60 Books,Evening,Working,Smartphone,French,True,Download,53,31 - 60 Minutes,8,Not in Top 100,The Hundred Dresses (Unabridged),Recorded Books,Christina Moore,1,True,4,False,True,False,0,0.5317460317460317,1.5
2187,Female,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,7 - 12 books,9,Late_Evening_Night,23.0,23.0,45.0,Audible for iPhone (1000),474,5.0,9.0,Lifestyle,Yearly,8,1.25x,79,61 - 100 Books,89,61 - 100 Books,Night,Exercising,Smart Speaker,Other,False,Streaming,107,More than 100 Minutes,9,Not in Top 100,"Dont Lose Out, Work Out! (Unabridged)",Audible Studios,Farah Bala,1,True,3,True,True,True,0,0.47023809523809523,1.25
2188,Male,31 - 35 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,2 - 4 books,3,Afternoon_Early_Evening,16.0,1.0,17.0,Audible for iPhone (1000),57,28.000000000000004,30.0,Parenting & Relationships,Monthly,47,1.75x,1,Less than 10,52,31 - 60 Books,Night,Relaxing,Smartphone,Spanish,False,Download,34,31 - 60 Minutes,5,Not in Top 100,How to Craft a World Class Life,"Sharma Leadership International, Inc.",Uncredited,1,False,5,False,True,True,0,0.018867924528301886,1.75
2189,Female,36 - 40 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Late_Evening_Night,1.0,1.0,2.0,Audible for iPhone (1000),280,0.0,1.0,Literature & Fiction,Yearly,3,1.75x,65,61 - 100 Books,97,61 - 100 Books,Night,Commuting,Smart Speaker,English,True,Download,38,31 - 60 Minutes,7,Not in Top 100,The Turn of the Screw (Unabridged),Audible Studios,"Emma Thompson, Richard Armitage - introduction",2,True,3,False,False,True,0,0.4012345679012346,1.75
2190,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,Less than 15 mins,15,2 - 4 books,3,Late_Evening_Night,5.0,5.0,10.0,Audible for Android,606,1.0,2.0,Literature & Fiction,Per-book,37,1.25x,38,31 - 60 Books,68,61 - 100 Books,Night,Working,Smartphone,English,True,Download,102,More than 100 Minutes,2,Not in Top 100,Risk (Unabridged),Tantor Audio,Nicole Poole,1,False,5,True,True,False,0,0.3584905660377358,1.25
2191,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,0,0,Late_Evening_Night,2.0,2.0,4.0,Audible for Android,356,1.0,1.0,Literature & Fiction,Monthly,11,1x,82,61 - 100 Books,50,31 - 60 Books,Evening,Working,Tablet,English,True,Streaming,1,Less than 10 Minutes,1,Not in Top 100,Star Wars (Dramatized),"HighBridge, a division of Recorded Books","Mark Hamill, Anthony Daniels",2,False,4,True,False,False,0,0.6212121212121212,1.0
2192,Male,18 - 24 years,Bangalore,Android,No Tablet,Public Transport,16 mins - 1 hour,38,2 - 4 books,3,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,136,0.0,1.0,Literature & Fiction,Monthly,31,1.25x,13,11- 30 Books,85,61 - 100 Books,Night,Working,Smartphone,German,False,Download,108,More than 100 Minutes,9,Not in Top 100,The Diary of a Wimpy Kid: The Last Straw (Unabridged),Recorded Books,Ramon De Ocampo,1,True,2,False,True,False,0,0.1326530612244898,1.25
2193,Female,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,7 - 12 books,9,Morning,2.0,2.0,3.0,Audible for Android,356,1.0,1.0,Literature & Fiction,Yearly,13,2x,22,11- 30 Books,86,61 - 100 Books,Afternoon,Exercising,PC,German,True,Download,76,61 - 100 Minutes,4,Not in Top 100,Star Wars (Dramatized),"HighBridge, a division of Recorded Books","Mark Hamill, Anthony Daniels",2,False,5,False,True,False,0,0.2037037037037037,2.0
2194,Male,25 - 30 years,Delhi,Both Phones,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Morning,1.0,1.0,1.0,Audible for Android,2033,0.0,0.0,Literature & Fiction,Monthly,15,1.5x,51,31 - 60 Books,91,61 - 100 Books,Night,Exercising,Smart Speaker,Spanish,False,Download,110,More than 100 Minutes,2,Not in Top 100,David Copperfield (Unabridged),Tantor Audio,Simon Vance,1,True,2,False,True,True,0,0.3591549295774648,1.5
2195,Male,18 - 24 years,Pune,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,207,0.0,0.0,Arts & Entertainment,Yearly,40,1.5x,99,61 - 100 Books,54,31 - 60 Books,Night,Working,PC,Spanish,False,Download,31,31 - 60 Minutes,9,Not in Top 100,Winter is Coming: Symbols and Hidden Meanings in A Game of Thrones (Unabridged),Audible Studios,Oliver Wyman,1,True,4,True,True,True,0,0.6470588235294118,1.5
2196,Female,18 - 24 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,100,0.0,1.0,Parenting & Relationships,Per-book,22,1.75x,53,31 - 60 Books,65,61 - 100 Books,Afternoon,Working,PC,English,False,Streaming,75,61 - 100 Minutes,4,Not in Top 100,Your Invisible Power (Unabridged),BN Publishing,Jason McCoy,1,True,3,True,True,False,0,0.4491525423728814,1.75
2197,Male,25 - 30 years,Chennai,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Morning,8.0,8.0,15.0,Audible for iPhone (1000),950,1.0,2.0,Biographies & Memoirs,Per-book,2,1.5x,13,11- 30 Books,53,31 - 60 Books,Morning,Exercising,Smartphone,French,True,Streaming,17,11- 30 Minutes,2,Not in Top 100,Abraham Lincoln (Unabridged),"Blackstone Audio, Inc.",Robert Whitfield,1,True,4,True,False,False,0,0.19696969696969696,1.5
2198,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,31.0,31.0,63.0,Audible for Android,365,8.0,17.0,Parenting & Relationships,Monthly,17,1.75x,51,31 - 60 Books,20,11- 30 Books,Afternoon,Working,PC,German,False,Download,41,31 - 60 Minutes,8,In top 100,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,1,False,1,True,False,False,0,0.7183098591549296,1.75
2199,Female,25 - 30 years,Bangalore,IOS,Android Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Afternoon_Early_Evening,3.0,1.0,4.0,Audible for iPhone (1000),709,0.0,1.0,Literature & Fiction,Per-book,21,1.75x,20,11- 30 Books,61,61 - 100 Books,Evening,Commuting,Tablet,German,False,Streaming,42,31 - 60 Minutes,1,Not in Top 100,Sister of My Heart: A Novel (Unabridged),Tantor Audio,Julia Whelan,1,False,3,False,False,False,0,0.24691358024691357,1.75
2200,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Afternoon_Early_Evening,6.0,17.0,23.0,Audible for iPhone (1000),1921,0.0,1.0,Literature & Fiction,Monthly,48,2x,44,31 - 60 Books,52,31 - 60 Books,Night,Working,PC,Other,False,Streaming,99,61 - 100 Minutes,5,In top 100,The Fountainhead (Unabridged),"Blackstone Audio, Inc.",Christopher Hurt,1,False,5,True,True,True,0,0.4583333333333333,2.0
2201,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,7 - 12 books,9,Morning,20.0,20.0,40.0,Audible for Android,555,4.0,7.000000000000001,Literature & Fiction,Per-book,21,1x,36,31 - 60 Books,2,Less than 10,Night,Relaxing,PC,Other,False,Download,58,31 - 60 Minutes,2,Not in Top 100,Master of Freedom (Unabridged),Audible Studios,Paul Boehmer,1,True,3,True,True,False,0,0.9473684210526315,1.0
2202,Male,18 - 24 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,1 book,1,Afternoon_Early_Evening,2.0,0.0,2.0,Audible for Android,544,0.0,0.0,Literature & Fiction,Yearly,52,2x,98,61 - 100 Books,98,61 - 100 Books,Afternoon,Relaxing,Tablet,Spanish,False,Streaming,49,31 - 60 Minutes,5,Not in Top 100,Paradise Lost (Unabridged),"Blackstone Audio, Inc.",Ralph Cosham,1,False,3,True,True,True,0,0.5,2.0
2203,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Morning,3.0,3.0,6.0,Audible for Android,825,0.0,1.0,Literature & Fiction,Per-book,36,1.25x,69,61 - 100 Books,58,31 - 60 Books,Night,Working,Tablet,French,True,Download,72,61 - 100 Minutes,6,Not in Top 100,"Impulse: Mageri, Book 3 (Unabridged)",Tantor Audio,Nicole Poole,1,False,2,False,False,False,0,0.5433070866141733,1.25
2204,Female,25 - 30 years,Chennai,Android,No Tablet,Public Transport,1 - 2 hours,90,2 - 4 books,3,Late_Evening_Night,0.0,2.0,3.0,Audible for Android,1063,0.0,0.0,Literature & Fiction,Yearly,9,2x,45,31 - 60 Books,38,31 - 60 Books,Afternoon,Working,Smart Speaker,German,True,Download,49,31 - 60 Minutes,7,Not in Top 100,The Time Traveler's Wife (Unabridged),"HighBridge, a division of Recorded Books","Fred Berman, Phoebe Strole",2,False,1,True,True,False,0,0.5421686746987951,2.0
2205,Male,41 - 45 years,Hyderabad,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Late_Evening_Night,1.0,2.0,2.0,Audible for Android,41,2.0,5.0,Children's Audiobooks,Monthly,30,1.75x,40,31 - 60 Books,7,Less than 10,Morning,Working,Smart Speaker,German,False,Streaming,83,61 - 100 Minutes,5,Not in Top 100,"Dinosaurs Before Dark: Magic Tree House, Book 1 (Unabridged)",Listening Library,Mary Pope Osborne,1,False,3,True,True,True,0,0.851063829787234,1.75
2206,Male,31 - 35 years,Bangalore,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Morning,1.0,1.0,3.0,Audible for Android,160,1.0,2.0,Parenting & Relationships,Per-book,32,2x,41,31 - 60 Books,81,61 - 100 Books,Night,Exercising,Tablet,French,False,Download,23,11- 30 Minutes,4,Not in Top 100,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,1,False,1,False,False,True,0,0.3360655737704918,2.0
2207,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,2.0,6.0,8.0,Audible for Android,108,2.0,7.000000000000001,Arts & Entertainment,Yearly,36,1x,29,11- 30 Books,34,31 - 60 Books,Afternoon,Relaxing,Smartphone,Spanish,True,Streaming,81,61 - 100 Minutes,2,Not in Top 100,"The Best of Sherlock Holmes, Volume 2 (Dramatised)",Heritage Media Limited,John Gielgud and Ralph Richardson,1,False,4,False,True,False,0,0.4603174603174603,1.0
2208,Male,31 - 35 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Morning,22.0,16.0,38.0,Audible for iPhone (1000),416,5.0,9.0,Parenting & Relationships,Yearly,4,1.75x,69,61 - 100 Books,24,11- 30 Books,Night,Exercising,Tablet,German,True,Download,35,31 - 60 Minutes,6,Not in Top 100,No Excuses!: The Power of Self-Discipline for Success in Your Life (Unabridged),"Gildan Media, LLC",Brian Tracy,1,True,1,False,False,False,0,0.7419354838709677,1.75
2209,Male,31 - 35 years,Bangalore,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,2.0,2.0,5.0,Audible for Android,292,1.0,2.0,Literature & Fiction,Monthly,8,1.25x,57,31 - 60 Books,99,61 - 100 Books,Morning,Commuting,PC,Spanish,True,Download,36,31 - 60 Minutes,4,Not in Top 100,The Great Gatsby (Unabridged),Audible Studios,Jake Gyllenhaal,1,True,5,False,True,False,0,0.36538461538461536,1.25
2210,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,5.0,1.0,5.0,Audible for Android,108,5.0,5.0,Arts & Entertainment,Per-book,13,1.25x,21,11- 30 Books,88,61 - 100 Books,Evening,Exercising,Smartphone,English,False,Streaming,48,31 - 60 Minutes,4,Not in Top 100,"The Best of Sherlock Holmes, Volume 2 (Dramatised)",Heritage Media Limited,John Gielgud and Ralph Richardson,1,False,5,False,False,True,0,0.1926605504587156,1.25
2211,Male,18 - 24 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,4.0,28.0,32.0,Audible for iPhone (1000),160,2.0,20.0,Religion & Spirituality,Yearly,11,1.5x,48,31 - 60 Books,98,61 - 100 Books,Afternoon,Commuting,Tablet,Spanish,True,Download,8,Less than 10 Minutes,2,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,True,2,False,True,False,0,0.3287671232876712,1.5
2212,Female,25 - 30 years,Chennai,Android,No Tablet,Public Transport,1 - 2 hours,90,2 - 4 books,3,Late_Evening_Night,358.0,358.0,716.0,Audible for Android,375,95.0,100.0,Literature & Fiction,Monthly,44,2x,20,11- 30 Books,21,11- 30 Books,Night,Commuting,PC,Other,False,Download,73,61 - 100 Minutes,1,Not in Top 100,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,1,False,3,True,False,True,1,0.4878048780487805,2.0
2213,Male,31 - 35 years,Hyderabad,Android,Both Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for Android,152,1.0,1.0,Business & Money,Per-book,24,2x,44,31 - 60 Books,33,31 - 60 Books,Night,Exercising,Smart Speaker,Spanish,True,Download,29,11- 30 Minutes,6,Not in Top 100,The Secret: What Great Leaders Know and Do (Unabridged),"HighBridge, a division of Recorded Books",Rick Adamson,1,False,2,True,False,False,0,0.5714285714285714,2.0
2214,Female,18 - 24 years,Delhi,Android,No Tablet,3 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,356,0.0,1.0,Literature & Fiction,Yearly,9,1.75x,58,31 - 60 Books,83,61 - 100 Books,Night,Exercising,PC,German,False,Streaming,86,61 - 100 Minutes,8,Not in Top 100,Star Wars (Dramatized),"HighBridge, a division of Recorded Books","Mark Hamill, Anthony Daniels",2,True,2,False,True,True,0,0.41134751773049644,1.75
2215,Female,25 - 30 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Morning,8.0,8.0,16.0,Audible for Android,365,2.0,4.0,Parenting & Relationships,Monthly,32,2x,56,31 - 60 Books,67,61 - 100 Books,Morning,Working,Tablet,Other,False,Download,35,31 - 60 Minutes,7,In top 100,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,1,False,5,False,True,True,0,0.45528455284552843,2.0
2216,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,More than 2 hours,135,2 - 4 books,3,Late_Night_Early_Morning,1.0,11.0,12.0,Audible for Android,1963,0.0,1.0,Literature & Fiction,Per-book,54,1.5x,95,61 - 100 Books,73,61 - 100 Books,Night,Commuting,Smartphone,Other,True,Download,9,Less than 10 Minutes,6,Not in Top 100,"Outlander: Outlander, Book 1 (Unabridged)",Recorded Books,Davina Porter,1,True,2,True,False,True,0,0.5654761904761905,1.5
2217,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Night_Early_Morning,9.0,9.0,18.0,Audible for Android,695,1.0,3.0,Literature & Fiction,Yearly,55,1.25x,23,11- 30 Books,44,31 - 60 Books,Night,Exercising,PC,Spanish,False,Streaming,6,Less than 10 Minutes,2,Not in Top 100,Pride and Prejudice (Unabridged),Audible Studios,Rosamund Pike,1,True,5,False,False,True,0,0.34328358208955223,1.25
2218,Male,31 - 35 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,1 book,1,Afternoon_Early_Evening,7.0,7.0,14.0,Audible for iPhone (1000),160,4.0,9.0,Religion & Spirituality,Yearly,30,1.5x,65,61 - 100 Books,29,11- 30 Books,Afternoon,Relaxing,PC,German,False,Streaming,75,61 - 100 Minutes,3,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,True,5,True,False,True,0,0.6914893617021277,1.5
2219,Male,31 - 35 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Morning,2.0,13.0,15.0,Audible for iPhone (1000),231,1.0,6.0,Parenting & Relationships,Monthly,41,1.5x,69,61 - 100 Books,26,11- 30 Books,Evening,Relaxing,Tablet,English,True,Streaming,49,31 - 60 Minutes,6,Not in Top 100,The Practicing Mind: Developing Focus and Discipline in Your Life (Unabridged),Mountain Sage Publishing,Thomas M. Sterner,1,True,5,True,True,False,0,0.7263157894736842,1.5
2220,Female,36 - 40 years,Other Cities,Android,IOS Tablet,Public Transport,16 mins - 1 hour,38,More than 12 books,13,Morning,6.0,112.0,118.0,Audible for Android,616,1.0,19.0,Literature & Fiction,Per-book,50,1x,98,61 - 100 Books,70,61 - 100 Books,Night,Relaxing,Smartphone,German,True,Download,95,61 - 100 Minutes,7,Not in Top 100,Swept Away (Unabridged),Recorded Books,Therese Plummer,1,False,5,True,True,False,0,0.5833333333333334,1.0
2221,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for iPhone (1000),100,1.0,1.0,Parenting & Relationships,Monthly,59,1.5x,85,61 - 100 Books,34,31 - 60 Books,Evening,Working,Smartphone,Other,True,Download,20,11- 30 Minutes,2,Not in Top 100,Your Invisible Power (Unabridged),BN Publishing,Jason McCoy,1,False,4,False,False,True,0,0.7142857142857143,1.5
2222,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,7 - 12 books,9,Late_Night_Early_Morning,2.0,2.0,5.0,Audible for Android,1049,0.0,0.0,Literature & Fiction,Per-book,6,1x,4,Less than 10,12,11- 30 Books,Morning,Relaxing,PC,English,False,Streaming,100,61 - 100 Minutes,6,Not in Top 100,Six Suspects (Unabridged),Audible Studios,Lyndam Gregory,1,False,1,False,True,False,0,0.25,1.0
2223,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,2 - 4 books,3,Afternoon_Early_Evening,40.0,34.0,73.0,Audible for iPhone (1000),103,39.0,71.0,Literature & Fiction,Monthly,11,2x,86,61 - 100 Books,33,31 - 60 Books,Evening,Commuting,Smart Speaker,Spanish,False,Streaming,113,More than 100 Minutes,4,Not in Top 100,The Time Machine (Dramatized),"Monterey Media, Inc. (Audio Theatre)",The St. Charles Players,1,False,2,True,False,False,0,0.7226890756302521,2.0
2224,Male,25 - 30 years,Other Cities,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,2 - 4 books,3,Late_Evening_Night,2.0,2.0,4.0,Audible for Android,317,1.0,1.0,Mysteries & Thrillers,Per-book,26,1.75x,22,11- 30 Books,91,61 - 100 Books,Night,Exercising,PC,Other,False,Streaming,55,31 - 60 Minutes,7,Not in Top 100,A Study in Scarlet: A Sherlock Holmes Novel (Unabridged),Tantor Audio,Simon Prebble,1,False,2,True,True,False,0,0.19469026548672566,1.75
2225,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,2.0,2.0,4.0,Audible for iPhone (1000),545,0.0,1.0,Business & Money,Per-book,11,1.75x,93,61 - 100 Books,21,11- 30 Books,Evening,Commuting,Smartphone,English,True,Download,114,More than 100 Minutes,2,In top 100,I Will Teach You to Be Rich (Unabridged),Recorded Books,Ramit Sethi,1,False,5,False,False,False,0,0.8157894736842105,1.75
2226,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Late_Evening_Night,1.0,1.0,1.0,Audible for Android,123,1.0,1.0,Parenting & Relationships,Monthly,49,1.75x,46,31 - 60 Books,50,31 - 60 Books,Night,Working,PC,French,False,Download,20,11- 30 Minutes,8,Not in Top 100,The Science of Getting Rich 1912 (Unabridged),BN Publishing,Jason McCoy,1,True,4,False,False,False,0,0.4791666666666667,1.75
2227,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,1 book,1,Afternoon_Early_Evening,6.0,6.0,11.0,Audible for Android,160,4.0,7.000000000000001,Religion & Spirituality,Per-book,58,1.75x,29,11- 30 Books,63,61 - 100 Books,Morning,Working,Tablet,German,True,Streaming,2,Less than 10 Minutes,6,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,True,2,True,False,False,0,0.31521739130434784,1.75
2228,Male,18 - 24 years,Bangalore,Android,Android Tablet,walk,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,97.0,1.0,98.0,Audible for Android,1498,6.0,7.000000000000001,Mysteries & Thrillers,Per-book,45,1.5x,21,11- 30 Books,42,31 - 60 Books,Afternoon,Working,Smart Speaker,Spanish,True,Download,94,61 - 100 Minutes,8,Not in Top 100,The Krishna Key (Unabridged),Audible Studios,Nikesh Patel,1,False,3,True,False,True,0,0.3333333333333333,1.5
2229,Male,36 - 40 years,Bangalore,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,7 - 12 books,9,Late_Evening_Night,12.0,0.0,13.0,Audible for Android,365,3.0,4.0,Literature & Fiction,Per-book,21,1.75x,75,61 - 100 Books,58,31 - 60 Books,Afternoon,Relaxing,PC,Spanish,False,Streaming,59,31 - 60 Minutes,1,Not in Top 100,The Inimitable Jeeves (Unabridged),"Blackstone Audio, Inc.",Frederick Davidson,1,False,1,True,False,True,0,0.5639097744360902,1.75
